Account_id,Tenure,Contract,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges
0506-LVNGN,5,Month-to-month,Credit card (automatic),Yes,75.55,349.65
2951-QOQTK,4,Month-to-month,Credit card (automatic),No,80.8,332.45
3473-XIIIT,16,Month-to-month,Electronic check,Yes,100.0,1534.75
7893-IXHRQ,1,Month-to-month,Electronic check,No,20.55,20.55
2952-QAYZF,5,Month-to-month,Electronic check,Yes,85.3,424.15
4763-PGDPO,4,Month-to-month,Electronic check,No,70.4,281
5394-SVGJV,37,Month-to-month,Bank transfer (automatic),No,98.8,3475.55
9283-LZQOH,13,Month-to-month,Credit card (automatic),Yes,74.4,896.75
7079-QRCBC,24,Month-to-month,Electronic check,Yes,98.75,2407.3
5469-CTCWN,61,One year,Electronic check,Yes,106.0,6547.7
9851-QXEEQ,41,Month-to-month,Electronic check,Yes,104.7,4346.4
9809-IMGCQ,22,Month-to-month,Electronic check,Yes,96.7,2082.95
5208-HFSBT,2,Month-to-month,Credit card (automatic),Yes,55.05,102.75
3254-YRILK,19,Month-to-month,Electronic check,Yes,88.2,1775.8
2667-WYLWJ,8,One year,Mailed check,Yes,19.75,145
0529-ONKER,15,Month-to-month,Electronic check,No,75.65,1146.65
5240-IJOQT,1,Month-to-month,Electronic check,Yes,74.7,74.7
1092-GANHU,17,Month-to-month,Electronic check,Yes,76.65,1313.55
0661-XEYAN,1,Month-to-month,Mailed check,Yes,25.8,25.8
7881-EVUAD,2,Month-to-month,Electronic check,Yes,42.6,72.4
5766-XQXMQ,29,Month-to-month,Bank transfer (automatic),Yes,68.85,1970.5
3703-VAVCL,2,Month-to-month,Credit card (automatic),No,90.0,190.05
8519-QJGJD,14,Month-to-month,Electronic check,No,75.35,1025.95
6326-MTTXK,8,Month-to-month,Electronic check,No,100.85,819.55
0330-IVZHA,5,Month-to-month,Electronic check,No,69.95,330.15
2886-KEFUM,63,One year,Electronic check,Yes,107.5,6873.75
4237-RLAQD,1,Month-to-month,Mailed check,Yes,45.85,45.85
9651-GTSAQ,53,One year,Bank transfer (automatic),Yes,106.1,5769.75
3186-BAXNB,1,Month-to-month,Electronic check,No,91.7,91.7
0637-YLETY,16,Month-to-month,Credit card (automatic),Yes,95.6,1555.65
1157-BQCUW,1,Month-to-month,Electronic check,Yes,74.95,74.95
2660-EMUBI,10,Month-to-month,Electronic check,Yes,95.35,898.35
7675-OZCZG,3,Month-to-month,Electronic check,No,45.0,127.1
2003-CKLOR,66,Month-to-month,Electronic check,No,99.5,6710.5
9254-RBFON,17,One year,Bank transfer (automatic),No,98.6,1704.95
1205-WNWPJ,7,Month-to-month,Mailed check,Yes,59.5,415.95
9391-EOYLI,12,Month-to-month,Electronic check,Yes,80.45,950.2
8387-MOJJT,42,Month-to-month,Credit card (automatic),Yes,77.95,3384
2761-OCIAX,2,Month-to-month,Electronic check,Yes,74.7,165.4
3068-OMWZA,1,Month-to-month,Electronic check,Yes,88.8,88.8
6032-KRXXO,30,Month-to-month,Electronic check,Yes,90.25,2755.35
7459-RRWQZ,15,Month-to-month,Bank transfer (automatic),Yes,64.65,994.55
4154-AQUGT,13,Month-to-month,Bank transfer (automatic),Yes,89.05,1169.35
3092-IGHWF,67,One year,Electronic check,No,87.4,5918.8
8017-LXHFA,23,Month-to-month,Electronic check,Yes,94.75,2293.6
6352-TWCAU,35,Month-to-month,Electronic check,Yes,86.45,3029.1
2929-QNSRW,56,One year,Electronic check,Yes,98.25,5508.35
1262-OPMFY,9,Month-to-month,Bank transfer (automatic),Yes,75.75,655.9
4248-QPAVC,17,Month-to-month,Bank transfer (automatic),Yes,85.35,1463.45
1899-VXWXM,48,One year,Credit card (automatic),Yes,106.1,5082.8
4690-LLKUA,17,Month-to-month,Electronic check,Yes,45.05,770.6
3331-HQDTW,34,Month-to-month,Mailed check,Yes,109.8,3587.25
9490-DFPMD,42,Month-to-month,Electronic check,Yes,84.65,3541.35
5442-XSDCW,11,Month-to-month,Bank transfer (automatic),Yes,79.5,868.5
3049-NDXFL,1,Month-to-month,Mailed check,No,85.8,85.8
8580-AECUZ,1,Month-to-month,Electronic check,Yes,79.1,79.1
7963-GQRMY,3,Month-to-month,Mailed check,No,44.3,134.5
1228-FZFRV,50,Month-to-month,Credit card (automatic),No,105.95,5341.8
2058-DCJBE,5,Month-to-month,Electronic check,Yes,69.75,324.6
5364-XYIRR,51,Month-to-month,Electronic check,Yes,94.65,4812.75
4829-AUOAX,46,Month-to-month,Bank transfer (automatic),No,96.05,4399.5
5047-LHVLY,1,Month-to-month,Mailed check,Yes,50.15,50.15
9158-VCTQB,41,Month-to-month,Bank transfer (automatic),Yes,113.6,4594.95
6311-UEUME,29,Month-to-month,Electronic check,Yes,78.9,2384.15
6839-ITVZJ,26,Month-to-month,Electronic check,Yes,60.05,1616.15
0375-HVGXO,1,Month-to-month,Electronic check,Yes,34.7,34.7
8593-WHYHV,3,Month-to-month,Electronic check,Yes,85.3,264.8
6097-EQISJ,66,One year,Credit card (automatic),Yes,102.45,6615.15
4423-YLHDV,21,Month-to-month,Bank transfer (automatic),Yes,104.4,2200.25
0107-YHINA,1,Month-to-month,Electronic check,Yes,99.75,99.75
8640-SDGKB,4,Month-to-month,Electronic check,Yes,74.4,299.7
4116-TZAQJ,9,Month-to-month,Credit card (automatic),Yes,74.25,639.65
3877-JRJIP,1,Month-to-month,Electronic check,Yes,59.85,59.85
8375-DKEBR,1,Month-to-month,Electronic check,Yes,69.6,69.6
7511-YMXVQ,9,Month-to-month,Electronic check,Yes,45.4,418.8
7551-JOHTI,1,Month-to-month,Mailed check,No,19.5,19.5
9804-ICWBG,1,Month-to-month,Electronic check,Yes,69.9,69.9
5318-IXUZF,2,Month-to-month,Bank transfer (automatic),Yes,87.15,183.75
3198-VELRD,3,Month-to-month,Bank transfer (automatic),Yes,84.75,264.85
9436-ZBZCT,14,Month-to-month,Electronic check,Yes,89.95,1178.4
7279-BUYWN,41,Month-to-month,Electronic check,Yes,113.2,4689.5
7156-MHUGY,13,Month-to-month,Electronic check,Yes,90.5,1201.15
7198-GLXTC,2,Month-to-month,Electronic check,No,79.0,143.65
0516-VRYBW,18,One year,Bank transfer (automatic),No,20.15,390.85
8380-PEFPE,1,Month-to-month,Electronic check,Yes,71.65,71.65
5687-DKDTV,4,Month-to-month,Mailed check,No,20.35,77.5
7530-HDYDS,38,Month-to-month,Credit card (automatic),Yes,84.25,3264.5
3096-IZETN,12,Month-to-month,Bank transfer (automatic),No,78.1,947.3
5922-ABDVO,19,Month-to-month,Mailed check,No,89.65,1761.05
9172-ANCRX,10,Month-to-month,Electronic check,Yes,98.7,973.25
6910-HADCM,1,Month-to-month,Electronic check,No,76.35,76.35
4816-LXZYW,23,Month-to-month,Electronic check,Yes,79.15,1676.95
9606-PBKBQ,32,Month-to-month,Electronic check,Yes,85.0,2642.05
3536-IQCTX,32,Month-to-month,Electronic check,No,85.3,2661.1
4911-BANWH,31,Month-to-month,Credit card (automatic),Yes,86.55,2697.4
8496-EJAUI,19,Month-to-month,Credit card (automatic),Yes,73.85,1424.5
3132-TVFDZ,57,Month-to-month,Electronic check,Yes,44.85,2572.95
8080-DDEMJ,1,Month-to-month,Electronic check,No,45.1,45.1
6365-MTGZX,24,Month-to-month,Electronic check,Yes,96.0,2122.45
1349-WXNGG,1,Month-to-month,Bank transfer (automatic),No,20.05,20.05
6990-YNRIO,65,Two year,Bank transfer (automatic),No,108.65,6937.95
0621-TWIEM,10,Month-to-month,Electronic check,Yes,45.55,402.6
2485-ITVKB,2,Month-to-month,Electronic check,Yes,35.1,68.75
3669-OYSJI,1,Month-to-month,Credit card (automatic),No,46.2,46.2
1612-EOHDH,1,Month-to-month,Electronic check,No,45.15,45.15
6702-OHFWR,1,Month-to-month,Electronic check,Yes,43.3,43.3
4510-PYUSH,38,Month-to-month,Credit card (automatic),Yes,57.15,2250.65
7517-SAWMO,19,Month-to-month,Electronic check,Yes,73.2,1441.1
4143-HHPMK,52,Month-to-month,Electronic check,Yes,85.35,4338.6
7054-LGEQW,1,Month-to-month,Mailed check,No,45.95,45.95
0923-PNFUB,3,Month-to-month,Electronic check,No,83.75,247.25
3494-JCHRQ,1,Month-to-month,Electronic check,Yes,70.05,70.05
6474-FVJLC,2,Month-to-month,Electronic check,Yes,86.0,165.45
8840-DQLGN,35,Month-to-month,Bank transfer (automatic),Yes,100.5,3653.35
4547-LYTDD,16,Month-to-month,Electronic check,No,72.65,1194.3
6770-XUAGN,1,Month-to-month,Electronic check,Yes,21.0,21
4193-ORFCL,1,Month-to-month,Mailed check,No,45.1,45.1
7776-QWNFX,30,Month-to-month,Bank transfer (automatic),Yes,50.4,1527.5
6689-TCZHQ,5,Month-to-month,Electronic check,No,78.95,378.4
3143-ILDAL,56,Month-to-month,Electronic check,Yes,94.45,5124.6
4720-VSTSI,44,Month-to-month,Bank transfer (automatic),Yes,84.8,3862.55
3946-MHCZW,1,Month-to-month,Mailed check,No,50.9,50.9
6651-AZVTJ,49,Month-to-month,Electronic check,Yes,99.8,4872.45
4566-GOLUK,47,Month-to-month,Bank transfer (automatic),Yes,107.35,5118.95
2484-DGXPZ,31,Month-to-month,Mailed check,Yes,19.55,658.95
4587-NUKOX,3,Month-to-month,Electronic check,Yes,79.1,246.5
0420-BWTPW,8,Month-to-month,Mailed check,No,25.5,215.2
8183-ONMXC,2,Month-to-month,Electronic check,No,80.75,159.45
9614-RMGHA,65,Month-to-month,Bank transfer (automatic),Yes,91.85,5940.85
5054-IEXZT,1,Month-to-month,Electronic check,Yes,75.35,75.35
5834-ASPWA,1,Month-to-month,Electronic check,Yes,75.45,75.45
3948-XHGNA,24,Month-to-month,Bank transfer (automatic),Yes,49.55,1210.4
0565-IYCGT,69,One year,Credit card (automatic),Yes,78.6,5356.45
5445-UTODQ,7,Month-to-month,Electronic check,Yes,81.1,576.65
1024-VRZHF,11,Month-to-month,Electronic check,Yes,74.95,825.7
9497-QCMMS,1,Month-to-month,Electronic check,Yes,93.55,93.55
0348-SDKOL,58,Month-to-month,Credit card (automatic),Yes,102.1,5885.4
4373-MAVJG,14,Month-to-month,Bank transfer (automatic),Yes,90.9,1259
8901-HJXTF,12,Month-to-month,Mailed check,No,29.2,309.1
5419-KLXBN,25,Month-to-month,Bank transfer (automatic),Yes,89.15,2257.75
3424-NMNBO,58,One year,Electronic check,Yes,108.85,6287.25
4514-GFCFI,16,Month-to-month,Electronic check,Yes,84.75,1350.15
9828-AOQLM,1,Month-to-month,Electronic check,Yes,45.7,45.7
8000-REIQB,1,Month-to-month,Electronic check,Yes,69.95,69.95
7615-ESMYF,2,Month-to-month,Electronic check,No,44.6,97.1
3858-VOBET,23,Month-to-month,Electronic check,Yes,74.95,1710.45
1447-PJGGA,57,Two year,Electronic check,Yes,95.25,5464.65
8565-CLBZW,24,Month-to-month,Mailed check,Yes,89.85,2165.05
9139-WQQDY,49,One year,Mailed check,No,100.45,4941.8
0224-HJAPT,5,Month-to-month,Electronic check,No,47.15,223.15
8086-OVPWV,2,Month-to-month,Electronic check,Yes,80.2,181.1
9430-FRQOC,4,Month-to-month,Mailed check,Yes,87.1,341.45
3074-GQWYX,5,Month-to-month,Bank transfer (automatic),Yes,75.9,357.75
6845-RGTYS,47,Month-to-month,Electronic check,Yes,98.75,4533.7
8861-HGGKB,10,Month-to-month,Electronic check,No,86.45,830.85
7065-YUNRY,1,Month-to-month,Mailed check,Yes,45.3,45.3
7694-VLBWQ,67,One year,Electronic check,No,104.1,7040.85
4795-KTRTH,5,Month-to-month,Electronic check,Yes,81.0,371.65
6481-OGDOO,67,One year,Credit card (automatic),Yes,90.6,6056.15
3753-TSEMP,15,Month-to-month,Electronic check,No,88.15,1390.6
8305-VHZBZ,1,Month-to-month,Mailed check,Yes,20.2,20.2
9172-JITSM,26,Month-to-month,Electronic check,Yes,90.8,2361.8
6298-QDFNH,22,Month-to-month,Electronic check,Yes,79.35,1730.35
9961-JBNMK,21,Month-to-month,Bank transfer (automatic),Yes,96.8,2030.3
6173-ITPWD,47,Month-to-month,Bank transfer (automatic),Yes,83.35,4065
9734-UYXQI,2,Month-to-month,Electronic check,Yes,49.4,106.55
2189-UXTKY,22,Month-to-month,Electronic check,Yes,79.2,1742.75
4958-GZWIY,7,Month-to-month,Electronic check,No,48.7,340.25
6356-ELRKD,1,Month-to-month,Electronic check,Yes,95.6,95.6
8624-GIOUT,49,Month-to-month,Credit card (automatic),Yes,59.75,2934.3
6179-GJPSO,43,Month-to-month,Credit card (automatic),Yes,108.15,4600.7
3177-LASXD,1,Month-to-month,Electronic check,No,71.35,71.35
4897-QSUYC,1,Month-to-month,Mailed check,Yes,20.15,20.15
1084-UQCHV,1,Month-to-month,Bank transfer (automatic),No,69.75,69.75
8290-YWKHZ,32,Month-to-month,Electronic check,Yes,93.2,2931
2955-BJZHG,17,Month-to-month,Electronic check,No,80.85,1400.85
3806-DXQOM,4,Month-to-month,Electronic check,Yes,33.65,137.85
9300-RENDD,1,Month-to-month,Electronic check,Yes,79.95,79.95
0761-AETCS,1,Month-to-month,Electronic check,No,19.3,19.3
2153-MREFK,37,One year,Electronic check,Yes,99.2,3754.6
3106-ULWFW,8,Month-to-month,Credit card (automatic),Yes,85.2,627.4
0925-VYDLG,3,Month-to-month,Electronic check,No,75.25,242
4349-GFQHK,1,Month-to-month,Electronic check,No,54.35,54.35
7802-EFKNY,5,Month-to-month,Electronic check,Yes,24.95,100.4
8035-BUYVG,40,One year,Electronic check,Yes,42.35,1716.45
9787-XVQIU,1,Month-to-month,Electronic check,Yes,75.3,75.3
8945-MUQUF,51,One year,Electronic check,Yes,94.8,4837.6
8051-HJRLT,1,Month-to-month,Electronic check,Yes,70.55,70.55
3023-GFLBR,33,Month-to-month,Credit card (automatic),No,86.15,2745.7
0524-IAVZO,30,Month-to-month,Electronic check,Yes,85.0,2624.25
2737-YNGYW,2,Month-to-month,Electronic check,No,80.55,184.1
5159-YFPKQ,2,Month-to-month,Electronic check,Yes,75.8,160.75
4021-RQSNY,29,Month-to-month,Electronic check,Yes,98.5,3004.15
9061-TIHDA,13,Month-to-month,Electronic check,Yes,95.25,1233.65
8699-ASUFO,7,Month-to-month,Mailed check,Yes,74.4,527.9
7927-AUXBZ,30,Month-to-month,Electronic check,No,85.15,2555.9
4695-WJZUE,2,Month-to-month,Electronic check,Yes,88.55,179.25
7619-ODSGN,24,Month-to-month,Electronic check,No,54.75,1338.15
3988-RQIXO,1,Month-to-month,Electronic check,Yes,91.3,91.3
2514-GINMM,1,Month-to-month,Electronic check,Yes,79.5,79.5
5931-FLJJF,7,Month-to-month,Mailed check,Yes,70.1,467.55
2659-VXMWZ,67,One year,Electronic check,Yes,111.3,7482.1
3207-OYBWH,57,Month-to-month,Bank transfer (automatic),Yes,95.25,5427.05
4285-GYRQC,7,Month-to-month,Electronic check,Yes,86.25,587.1
7216-EWTRS,1,Month-to-month,Electronic check,Yes,100.8,100.8
8337-MSSXB,14,Month-to-month,Electronic check,Yes,86.3,1180.95
8182-BJDSI,28,Month-to-month,Electronic check,Yes,89.95,2625.55
2528-HFYZX,17,Month-to-month,Electronic check,Yes,76.45,1233.4
2482-CZGBB,10,Month-to-month,Electronic check,Yes,70.0,740
0866-QLSIR,34,One year,Mailed check,Yes,64.4,2088.75
7181-BQYBV,1,Month-to-month,Electronic check,Yes,102.45,102.45
6204-IEUXJ,3,Month-to-month,Credit card (automatic),No,80.1,217.55
4529-CKBCL,2,Month-to-month,Electronic check,Yes,80.2,146.05
2506-CLAKW,6,Month-to-month,Bank transfer (automatic),Yes,98.15,567.45
1583-IHQZE,12,Month-to-month,Mailed check,Yes,112.95,1384.75
0151-ONTOV,1,Month-to-month,Mailed check,No,70.9,70.9
4140-MUHUG,3,Month-to-month,Electronic check,Yes,86.85,220.95
0320-JDNQG,23,Month-to-month,Electronic check,Yes,99.85,2331.3
7180-PISOG,1,Month-to-month,Electronic check,Yes,74.5,74.5
3571-RFHAR,65,Month-to-month,Electronic check,Yes,109.15,6941.2
9578-VRMNM,16,Month-to-month,Credit card (automatic),Yes,65.2,1043.35
1587-FKLZB,66,Month-to-month,Credit card (automatic),Yes,99.5,6822.15
6140-QNRQQ,1,Month-to-month,Mailed check,Yes,71.55,71.55
4307-KTUMW,53,Month-to-month,Electronic check,No,93.9,5029.2
5440-FLBQG,69,Two year,Bank transfer (automatic),Yes,108.4,7318.2
7470-MCQTK,13,Month-to-month,Bank transfer (automatic),Yes,48.75,633.4
7488-MXJIV,4,Month-to-month,Electronic check,Yes,85.65,321.65
2027-FECZV,12,Month-to-month,Electronic check,Yes,106.7,1253.9
2672-DZUOY,1,Month-to-month,Electronic check,Yes,25.15,25.15
3870-MQAMG,54,One year,Electronic check,No,110.35,5893.15
4800-CZMPC,48,One year,Credit card (automatic),Yes,103.25,5037.55
7377-DMMRI,2,Month-to-month,Electronic check,Yes,47.8,92.45
8949-JTMAY,29,Month-to-month,Credit card (automatic),Yes,98.6,2933.2
2774-LVQUS,15,Month-to-month,Electronic check,Yes,83.05,1258.3
3211-ILJTT,17,Month-to-month,Bank transfer (automatic),Yes,70.4,1214.05
4612-THJBS,56,One year,Bank transfer (automatic),Yes,104.75,5510.65
4094-NSEDU,21,Month-to-month,Electronic check,Yes,94.25,1973.75
5103-MHMHY,1,Month-to-month,Mailed check,No,45.95,45.95
1846-XWOQN,1,Month-to-month,Electronic check,Yes,70.15,70.15
0235-KGSLC,1,Month-to-month,Credit card (automatic),Yes,85.55,85.55
2884-GBPFB,35,Month-to-month,Electronic check,Yes,70.3,2416.55
3757-NJYBX,32,Month-to-month,Bank transfer (automatic),No,106.35,3520.75
5136-KCKGI,33,One year,Mailed check,Yes,103.7,3467
3722-WPXTK,1,Month-to-month,Electronic check,Yes,88.35,88.35
2929-ERCFZ,8,Month-to-month,Electronic check,Yes,94.2,777.3
7548-SEPYI,5,Month-to-month,Electronic check,Yes,96.25,512.45
8835-VSDSE,2,Month-to-month,Electronic check,Yes,70.7,141.45
1623-NLDOT,42,One year,Mailed check,No,33.55,1445.3
9898-KZQDZ,40,Month-to-month,Credit card (automatic),Yes,94.55,3640.45
5236-PERKL,57,Two year,Bank transfer (automatic),Yes,112.95,6465
7854-FOKSF,1,Month-to-month,Electronic check,No,35.9,35.9
2519-FAKOD,38,Month-to-month,Bank transfer (automatic),Yes,99.25,3777.15
8263-JQAIK,2,Month-to-month,Mailed check,Yes,24.45,47.5
7089-IVVAZ,8,Month-to-month,Bank transfer (automatic),Yes,103.35,847.3
2205-YMZZJ,7,Month-to-month,Electronic check,Yes,84.8,546.95
1254-IZEYF,31,Month-to-month,Electronic check,Yes,99.95,3186.65
9492-TOKRI,18,Month-to-month,Credit card (automatic),Yes,90.0,1527.35
9221-OTIVJ,14,Month-to-month,Electronic check,Yes,104.85,1531.4
3325-FUYCG,28,One year,Electronic check,No,106.1,2847.4
5908-QMGOE,15,Month-to-month,Credit card (automatic),Yes,74.2,1133.9
8481-YYXWG,5,Month-to-month,Electronic check,Yes,89.35,461.7
2609-IAICY,1,Month-to-month,Electronic check,Yes,77.15,77.15
1740-CSDJP,1,Month-to-month,Bank transfer (automatic),Yes,35.25,35.25
2636-OHFMN,4,Month-to-month,Electronic check,Yes,48.55,201
1323-OOEPC,53,Month-to-month,Credit card (automatic),Yes,98.4,5149.5
0397-GZBBC,59,Month-to-month,Bank transfer (automatic),Yes,93.85,5574.75
7641-EUYET,46,Month-to-month,Electronic check,Yes,100.7,4541.2
9921-ZVRHG,14,Month-to-month,Electronic check,Yes,80.45,1072
4701-MLJPN,31,Month-to-month,Electronic check,Yes,55.25,1715.65
9206-GVPEQ,13,Month-to-month,Electronic check,Yes,54.45,706.85
1596-BBVTG,35,Month-to-month,Credit card (automatic),No,75.35,2636.05
8433-WXGNA,2,Month-to-month,Electronic check,Yes,75.7,189.2
3707-GNWHM,1,Month-to-month,Mailed check,Yes,74.25,74.25
8922-LIEGH,25,Month-to-month,Electronic check,Yes,89.7,2187.55
8245-UMPYT,16,Month-to-month,Electronic check,Yes,96.4,1581.2
5186-SAMNZ,1,Month-to-month,Bank transfer (automatic),Yes,69.5,69.5
5373-SFODM,36,Month-to-month,Credit card (automatic),Yes,85.25,3132.75
5766-ZJYBB,1,Month-to-month,Mailed check,No,19.4,19.4
8931-GJJIQ,9,Month-to-month,Electronic check,Yes,83.3,803.3
4277-PVRAN,8,Month-to-month,Bank transfer (automatic),Yes,80.1,679.3
0022-TCJCI,45,One year,Credit card (automatic),No,62.7,2791.5
0203-HHYIJ,25,One year,Bank transfer (automatic),No,25.3,676.35
0952-KMEEH,13,Month-to-month,Mailed check,No,98.15,1230.25
8178-EYZUO,46,Month-to-month,Electronic check,Yes,93.7,4154.8
5130-IEKQT,25,Month-to-month,Mailed check,No,105.95,2655.25
3230-WYKIR,18,One year,Credit card (automatic),Yes,82.0,1425.45
0407-BDJKB,60,Month-to-month,Electronic check,Yes,95.75,5742.9
9600-UDOPK,30,Month-to-month,Credit card (automatic),Yes,94.05,2866.45
4074-SJFFA,1,Month-to-month,Mailed check,Yes,54.75,54.75
3269-ATYWD,39,Month-to-month,Bank transfer (automatic),Yes,95.65,3759.05
4910-GMJOT,1,Month-to-month,Electronic check,Yes,94.6,94.6
0354-WYROK,31,Month-to-month,Electronic check,Yes,98.9,2911.3
7576-OYWBN,3,Month-to-month,Electronic check,Yes,76.05,231.8
5539-TMZLF,1,Month-to-month,Electronic check,Yes,69.75,69.75
4323-SADQS,7,Month-to-month,Electronic check,Yes,34.5,279.25
4446-BZKHU,61,Month-to-month,Electronic check,Yes,105.55,6281.45
5202-IVJNU,39,Month-to-month,Credit card (automatic),No,30.1,1131.3
5976-JCJRH,10,Month-to-month,Electronic check,Yes,70.3,738.2
0137-OCGAB,1,Month-to-month,Mailed check,Yes,80.2,80.2
3351-NQLDI,67,One year,Credit card (automatic),Yes,94.35,6341.45
7593-JNWRU,6,Month-to-month,Bank transfer (automatic),Yes,44.6,260.8
4588-YBNIB,1,Month-to-month,Mailed check,Yes,19.6,19.6
3336-JORSO,33,Month-to-month,Electronic check,Yes,110.45,3655.45
5028-GZLDO,2,Month-to-month,Credit card (automatic),No,70.7,140.7
6861-XWTWQ,7,Month-to-month,Electronic check,Yes,99.25,665.45
6877-TJMBR,1,Month-to-month,Electronic check,Yes,84.8,84.8
6769-DCQLI,52,One year,Bank transfer (automatic),Yes,105.0,5426.85
2433-KMEAS,22,Month-to-month,Electronic check,Yes,54.45,1127.35
2195-ZRVAX,47,Month-to-month,Electronic check,Yes,85.3,4045.65
3550-SAHFP,33,Month-to-month,Electronic check,Yes,83.35,2757.85
2011-TRQYE,18,Month-to-month,Credit card (automatic),Yes,33.5,600
4873-ILOLJ,24,Month-to-month,Electronic check,Yes,90.35,2238.5
2725-KXXWT,1,Month-to-month,Electronic check,Yes,90.75,90.75
9565-DJPIB,4,Month-to-month,Mailed check,No,89.6,365.65
8348-HFYIV,2,Month-to-month,Electronic check,Yes,49.25,90.35
6849-WLEYG,1,Month-to-month,Mailed check,No,19.75,19.75
4659-NZRUF,19,Month-to-month,Electronic check,Yes,95.15,1789.25
8429-XIBUM,22,Month-to-month,Bank transfer (automatic),Yes,101.35,2317.1
2608-BHKFN,4,Month-to-month,Credit card (automatic),Yes,70.05,266.9
7341-LXCAF,4,Month-to-month,Electronic check,Yes,74.65,301.4
9462-MJUAW,4,Month-to-month,Mailed check,No,50.4,206.6
8128-YVJRG,7,Month-to-month,Mailed check,Yes,79.65,604.7
4283-FUTGF,19,Month-to-month,Electronic check,Yes,79.85,1471.75
1569-TTNYJ,5,Month-to-month,Electronic check,Yes,78.75,412.1
2397-BRLOM,8,Month-to-month,Credit card (automatic),Yes,80.45,583.45
4749-VFKVB,1,Month-to-month,Mailed check,Yes,50.1,50.1
7598-UAASY,2,Month-to-month,Electronic check,No,76.4,151.8
7938-OUHIO,3,Month-to-month,Electronic check,Yes,98.7,293.65
8510-AWCXC,13,Month-to-month,Electronic check,Yes,100.8,1308.1
0431-APWVY,28,One year,Bank transfer (automatic),Yes,90.1,2598.95
3426-NIYYL,15,Month-to-month,Electronic check,No,51.55,765.5
8225-BTJAU,10,Month-to-month,Electronic check,Yes,79.25,793.55
3387-VATUS,5,Month-to-month,Bank transfer (automatic),Yes,94.85,462.8
1143-NMNQJ,2,Month-to-month,Electronic check,Yes,85.7,169.8
0415-MOSGF,1,Month-to-month,Mailed check,No,44.4,44.4
1724-BQUHA,5,Month-to-month,Electronic check,Yes,89.5,477.7
4826-XTSOH,1,Month-to-month,Electronic check,Yes,86.05,86.05
2495-INZWQ,4,Month-to-month,Electronic check,Yes,44.55,174.3
